FECHA,VENTANILLA,ETOTAL,EPASADA,EREGULACION,EGNCAMISEA,EGNMALACAS,EGNAGUAYTIA,EDIESEL,ERESIDUAL,EBAGAZO,EBIOGAS,ESOLAR,EEOLICO,DNORTE,DCENTRO,DEMSUR,PRESIONV,TEMPV,DISPGNV
43527.41667,180.37743,5445.70687,942.72247,2889.25044,1251.79295,0,0,0,23.6,5.965,8.2,224.49886,99.67715,682.97399,3360.69732,1402.03556,4401.579,25.06,1450
43527.4375,210.09107,5634.1912,947.92215,2946.70821,1362.99099,0,0,0,23.8,5.32,8.15,224.92251,114.37734,725.14096,3494.27629,1414.77395,4401.579,25.06,1450
43527.45833,209.61561,5635.75544,942.13933,2958.04266,1338.10584,0,0,0,23.7,5.76,8.15,217.37769,142.47992,707.66533,3532.02141,1396.0687,4350.583,25.29,1450
43527.47917,208.72719,5694.55581,944.21524,2986.28947,1355.80384,0,0,0,23.6,6.11,8,217.38852,153.14874,739.86946,3561.15109,1393.53526,4350.583,25.29,1450
43527.5,207.24129,5696.49223,942.34005,2958.08185,1354.35765,0,0,0,23.6,6.18,7.95,221.24394,182.73874,716.82273,3549.17437,1430.49513,4278.387,25.5,1450
43527.52083,207.14874,5679.22425,950.14241,2977.5772,1312.71748,0,0,0,23.4,5.845,6.75,227.36505,175.42711,716.44264,3537.05629,1425.72532,4278.387,25.5,1450
43527.54167,221.41716,5634.62156,947.71288,2932.55218,1294.31006,0,0,0,23.8,5.925,6.75,228.27547,195.29597,741.549,3481.11688,1411.95568,4268.14,23.98,1450
43527.5625,220.04473,5732.93537,953.13799,2964.87945,1315.35221,0,0,0,23.9,5.805,6.75,240.51983,222.59089,727.98822,3529.14751,1475.79964,4268.14,23.98,1450
43527.58333,230.3764,5725.73449,922.75605,2941.98828,1362.22679,0,0,0,19.3,6.065,6.75,233.73979,232.90858,738.27043,3512.83075,1474.63331,4272.969,27.65,1450
43527.60417,295.72575,5670.38904,921.16054,2885.78201,1363.70869,0,0,0,19,5.81,6.75,224.04294,244.13486,692.67437,3512.0812,1465.63347,4272.969,27.65,1450
43527.625,294.3663,5687.45042,931.2054,2865.1928,1400.17616,0,0,0,18.9,5.87,6.75,215.95252,243.40354,724.1406,3518.87102,1444.4388,4296.053,28.16,1450
43527.64583,294.03684,5661.00755,951.90103,2827.70647,1409.39449,0,0,0,23.9,5.875,6.75,191.31161,244.16895,710.92471,3472.69726,1477.38558,4296.053,28.16,1450
43527.66667,294.31659,5582.9479,925.67529,2808.39466,1439.8426,0,0,0,24.3,5.545,6.75,126.7633,245.67705,691.11458,3408.84373,1482.98959,4300.528,28.08,1450
43527.6875,290.85641,5651.77503,905.72569,2965.85091,1402.8037,1.60887,0,0,24.3,5.57,5.75,88.50974,251.65612,719.75501,3413.39386,1518.62616,4300.528,28.08,1450
43527.70833,294.40749,5726.44433,907.15971,2985.76368,1458.41861,46.47795,0,0,24.2,5.63,7.55,46.02155,245.22283,750.7352,3453.87849,1521.83064,4317.606,27.12,1450
43527.72917,296.09581,5739.78138,929.19222,2972.34795,1490.8962,46.66439,0,0,24.6,6.06,8.35,5.22511,256.44551,723.57008,3466.24889,1549.96241,4317.606,27.12,1450
43527.75,338.68685,5990.42145,1034.29542,3018.6667,1604.81486,47.13784,0,0,24.5,6.225,8.25,0.07,246.46163,789.7169,3623.59883,1577.10572,4297.466,25.89,1450
43527.77083,417.78327,6401.59916,1054.99237,3202.01832,1813.88949,47.09223,0,1.2,23.9,6.025,8.25,0,244.23175,890.92158,3919.45998,1591.2176,4297.466,25.89,1450
43527.79167,429.46129,6443.32556,1011.71783,3072.04333,2027.17852,47.41306,10.21714,1.2,23.8,6.045,8.25,0,235.46068,898.24963,3935.5974,1609.47853,4152.603,25.29,1450
43527.8125,440.57403,6451.2518,1035.42558,2860.143,2180.26015,47.63369,64.68312,1.2,23.7,6.165,8.25,0,223.79126,908.5217,3931.68784,1611.04226,4152.603,25.29,1450
43527.83333,443.96984,6472.99802,1044.85212,2827.39981,2213.97419,47.72119,79.0866,1.2,24.1,6.16362,8.25,0,220.25049,897.36006,3944.10035,1631.53761,4099.604,24.75,1450
43527.85417,428.62962,6475.18202,1064.21749,2888.57639,2163.83198,47.68059,79.7493,1.2,23.8,6.07959,8.25,0,191.79668,933.66502,3914.17599,1627.34101,4099.604,24.75,1450
43527.875,422.63694,6357.58078,1060.0777,2856.5517,2107.53949,47.79453,80.30265,1.2,23.7,6.04164,8.25,0,166.12307,878.96845,3866.5611,1612.05123,4108.202,23.83,1450
43527.89583,423.7221,6277.13709,1065.93104,2954.43846,2011.58261,0,72.05192,1.2,23.9,5.8088,8.25,0,133.97426,882.82083,3796.51001,1597.80625,4108.202,23.83,1450
43527.91667,321.72317,6113.4134,1057.49891,2926.089,1905.16025,0,60.68549,1.2,23.7,6.04455,8.25,0,124.7852,849.60467,3724.60476,1539.20397,4129.99,23.18,1450
